gene_name	gene_id	total_exonic_length
DUSP12	ENSG00000081721.12	1330
DUSP14	ENSG00000276023.5	1474
DUSP15	ENSG00000149599.16	1224
DUSP16	ENSG00000111266.9	6661
DUSP18	ENSG00000167065.14	3050
DUSP19	ENSG00000162999.13	5191
DUSP2	ENSG00000158050.5	1685
DUSP23	ENSG00000158716.9	797
DUSP26	ENSG00000133878.9	1754
DUSP28	ENSG00000188542.10	4648
DUSP29	ENSG00000188716.6	1135
DUSP3	ENSG00000108861.9	4095
DUSP4	ENSG00000120875.9	5553
DUSP5	ENSG00000138166.6	2477
DUSP6	ENSG00000139318.8	3627
DUSP7	ENSG00000164086.10	3361
DUSP8	ENSG00000184545.11	4824
DUSP9	ENSG00000130829.18	2434
DUT	ENSG00000128951.14	2141
DUX4	ENSG00000260596.5	1710
DVL2	ENSG00000004975.12	2989
DVL3	ENSG00000161202.20	5269
DXO	ENSG00000204348.10	1469
DYNC1H1	ENSG00000197102.14	19940
DYNC1I1	ENSG00000158560.14	2947
DYNC1I2	ENSG00000077380.16	4354
DYNC1LI1	ENSG00000144635.9	2485
DYNC1LI2	ENSG00000135720.13	4326
DYNC2H1	ENSG00000187240.17	13683
DYNC2I1	ENSG00000126870.16	3789
DYNC2I2	ENSG00000119333.12	1823
DYNC2LI1	ENSG00000138036.18	1399
DYNLL1	ENSG00000088986.11	663
DYNLL2	ENSG00000264364.3	6807
DYNLRB1	ENSG00000125971.18	662
DYNLRB2	ENSG00000168589.15	628
DYNLT1	ENSG00000146425.11	730
DYNLT2	ENSG00000184786.6	787
DYNLT2B	ENSG00000213123.11	625
DYNLT3	ENSG00000165169.11	2151
DYNLT5	ENSG00000152760.10	2262
DYRK1B	ENSG00000105204.14	2496
DYRK2	ENSG00000127334.11	8888
DYRK3	ENSG00000143479.18	8128
DYSF	ENSG00000135636.16	6775
DYTN	ENSG00000232125.5	2051
DZIP1	ENSG00000134874.18	7491
DZIP1L	ENSG00000158163.15	3492
DZIP3	ENSG00000198919.13	5304
E2F1	ENSG00000101412.13	2690
E2F2	ENSG00000007968.7	5196
E2F3	ENSG00000112242.16	5036
E2F4	ENSG00000205250.9	2110
E2F5	ENSG00000133740.11	1964
E2F6	ENSG00000169016.17	3230
E2F7	ENSG00000165891.16	5725
E2F8	ENSG00000129173.13	3706
E4F1	ENSG00000167967.16	2548
EAF1	ENSG00000144597.14	4447
EAF2	ENSG00000145088.9	998
EAPP	ENSG00000129518.10	1303
EARS2	ENSG00000103356.18	5196
EBAG9	ENSG00000147654.16	2383
EBF1	ENSG00000164330.17	5405
EBI3	ENSG00000105246.6	1158
EBNA1BP2	ENSG00000117395.13	1352
EBP	ENSG00000147155.11	1125
EBPL	ENSG00000123179.14	977
ECD	ENSG00000122882.11	3006
ECE1	ENSG00000117298.16	5067
ECE2	ENSG00000145194.19	3223
ECEL1	ENSG00000171551.12	2871
ECH1	ENSG00000104823.9	1200
ECHDC1	ENSG00000093144.19	2339
ECHDC2	ENSG00000121310.17	1556
ECHDC3	ENSG00000134463.15	1633
ECHS1	ENSG00000127884.5	1277
ECI1	ENSG00000167969.13	1507
ECI2	ENSG00000198721.13	1368
ECM1	ENSG00000143369.15	2046
ECM2	ENSG00000106823.13	3185
ECRG4	ENSG00000119147.10	753
ECSCR	ENSG00000249751.4	1031
ECSIT	ENSG00000130159.15	1647
ECT2	ENSG00000114346.14	4136
EDA	ENSG00000158813.18	5235
EDA2R	ENSG00000131080.15	3455
EDAR	ENSG00000135960.10	4062
EDARADD	ENSG00000186197.15	3088
EDC3	ENSG00000179151.13	3744
EDC4	ENSG00000038358.15	4767
EDDM3A	ENSG00000181562.5	932
EDDM3B	ENSG00000181552.4	919
EDEM1	ENSG00000134109.11	6113
EDEM2	ENSG00000088298.13	1884
EDEM3	ENSG00000116406.20	6837
EDF1	ENSG00000107223.13	662
EDIL3	ENSG00000164176.13	4814
EDN1	ENSG00000078401.7	2035
EDN2	ENSG00000127129.10	1253
EDN3	ENSG00000124205.18	2452
EDRF1	ENSG00000107938.18	4483
EEA1	ENSG00000102189.17	9839
EED	ENSG00000074266.22	2088
EEF1A1	ENSG00000156508.19	3512
EEF1A2	ENSG00000101210.13	1773
EEF1AKMT1	ENSG00000150456.11	1054
EEF1AKMT2	ENSG00000203791.15	3599
EEF1AKMT3	ENSG00000123427.17	2687
EEF1AKMT4	ENSG00000284753.2	975
EEF1AKMT4-ECE2	ENSG00000284917.1	3445
EEF1B2	ENSG00000114942.14	808
EEF1E1	ENSG00000124802.12	1047
EEF1G	ENSG00000254772.10	1446
EEF2KMT	ENSG00000118894.15	2397
EEFSEC	ENSG00000132394.11	2205
EEPD1	ENSG00000122547.11	4655
EFCAB10	ENSG00000185055.11	737
EFCAB12	ENSG00000172771.12	2139
EFCAB13	ENSG00000178852.16	3957
EFCAB14	ENSG00000159658.15	5817
EFCAB3	ENSG00000172421.10	1546
EFCAB5	ENSG00000176927.16	5103
EFCAB7	ENSG00000203965.13	2178
EFEMP1	ENSG00000115380.20	2708
EFEMP2	ENSG00000172638.13	1934
EFHB	ENSG00000163576.18	2860
EFHC1	ENSG00000096093.16	6849
EFHC2	ENSG00000183690.13	3257
EFHD1	ENSG00000115468.13	1878
EFHD2	ENSG00000142634.13	2422
EFL1	ENSG00000140598.16	3643
EFNA1	ENSG00000169242.12	1552
EFNA2	ENSG00000099617.4	2424
EFNA3	ENSG00000143590.14	1817
EFNA4	ENSG00000243364.8	1254
EFNA5	ENSG00000184349.14	5372
EFNB1	ENSG00000090776.6	3303
EFNB3	ENSG00000108947.5	3216
EFR3A	ENSG00000132294.15	5433
EFS	ENSG00000100842.13	2653
EFTUD2	ENSG00000108883.13	4326
EGF	ENSG00000138798.13	6388
EGFL6	ENSG00000198759.12	2403
EGFL7	ENSG00000172889.16	1759
EGFL8	ENSG00000241404.7	1298
EGFLAM	ENSG00000164318.18	4720
EGFR	ENSG00000146648.21	9905
EGLN1	ENSG00000135766.9	4335
EGLN2	ENSG00000269858.6	2100
EGLN3	ENSG00000129521.15	2706
EGR1	ENSG00000120738.8	3137
EGR2	ENSG00000122877.18	2979
EGR3	ENSG00000179388.9	4514
EGR4	ENSG00000135625.8	2220
EHBP1	ENSG00000115504.15	5105
EHBP1L1	ENSG00000173442.13	5170
EHD1	ENSG00000110047.18	4453
EHD2	ENSG00000024422.12	3506
EHD3	ENSG00000013016.16	4825
EHD4	ENSG00000103966.11	6401
EHF	ENSG00000135373.13	5399
EHHADH	ENSG00000113790.11	3801
EHMT2	ENSG00000204371.12	3979
EI24	ENSG00000149547.15	2191
EIF1	ENSG00000173812.11	2338
EIF1AX	ENSG00000173674.11	4414
EIF1AY	ENSG00000198692.10	1339
EIF1B	ENSG00000114784.4	987
EIF2A	ENSG00000144895.12	3879
EIF2AK1	ENSG00000086232.13	4411
EIF2AK3	ENSG00000172071.15	4536
EIF2B1	ENSG00000111361.13	2397
EIF2B2	ENSG00000119718.11	4304
EIF2B3	ENSG00000070785.17	1900
EIF2B4	ENSG00000115211.17	1644
EIF2D	ENSG00000143486.16	2011
EIF2S1	ENSG00000134001.15	4154
EIF2S2	ENSG00000125977.7	2556
EIF2S3	ENSG00000130741.11	3457
EIF3A	ENSG00000107581.13	6659
EIF3B	ENSG00000106263.19	3096
EIF3C	ENSG00000184110.15	2910
EIF3CL	ENSG00000205609.13	2913
EIF3D	ENSG00000100353.18	1880
EIF3E	ENSG00000104408.11	2022
EIF3G	ENSG00000130811.12	1103
EIF3H	ENSG00000147677.12	3961
EIF3J	ENSG00000104131.13	2479
EIF3K	ENSG00000178982.10	772
EIF3M	ENSG00000149100.13	5047
EIF4A1	ENSG00000161960.16	1758
EIF4A2	ENSG00000156976.17	1886
EIF4B	ENSG00000063046.18	3856
EIF4E	ENSG00000151247.13	2427
EIF4E2	ENSG00000135930.15	967
EIF4EBP1	ENSG00000187840.5	827
EIF4EBP2	ENSG00000148730.7	7491
EIF4EBP3	ENSG00000243056.2	693
EIF4ENIF1	ENSG00000184708.18	3647
EIF4G1	ENSG00000114867.22	5405
EIF4G2	ENSG00000110321.19	3794
EIF4G3	ENSG00000075151.24	6397
EIF5	ENSG00000100664.11	5710
EIF5A	ENSG00000132507.18	1264
EIF5A2	ENSG00000163577.8	5534
EIF5B	ENSG00000158417.11	5741
EIF6	ENSG00000242372.9	1069
EIPR1	ENSG00000032389.13	1657
ELAC1	ENSG00000141642.9	2211
ELAC2	ENSG00000006744.19	3767
ELANE	ENSG00000197561.7	909
ELAVL1	ENSG00000066044.15	6054
ELAVL2	ENSG00000107105.15	3983
ELAVL4	ENSG00000162374.18	3965
ELF1	ENSG00000120690.16	3678
ELF3	ENSG00000163435.16	3104
ELF4	ENSG00000102034.18	5140
ELF5	ENSG00000135374.11	2317
ELK1	ENSG00000126767.18	2876
ELK3	ENSG00000111145.8	4201
ELK4	ENSG00000158711.14	10288
ELL	ENSG00000105656.13	3970
ELL2	ENSG00000118985.16	5826
ELL3	ENSG00000128886.12	1755
ELMO1	ENSG00000155849.16	5092
ELMO2	ENSG00000062598.18	3666
ELMOD1	ENSG00000110675.13	2935
ELMOD2	ENSG00000179387.10	4399
ELMOD3	ENSG00000115459.18	2364
ELN	ENSG00000049540.19	3397
ELOA	ENSG00000011007.13	4838
ELOB	ENSG00000103363.16	974
ELOC	ENSG00000154582.18	2015
ELOVL1	ENSG00000066322.15	1466
ELOVL2	ENSG00000197977.4	3988
ELOVL3	ENSG00000119915.5	1400
ELOVL4	ENSG00000118402.6	3013
ELOVL5	ENSG00000012660.14	2765
ELOVL7	ENSG00000164181.14	3874
ELP1	ENSG00000070061.16	5913
ELP2	ENSG00000134759.14	8432
ELP3	ENSG00000134014.18	3148
ELP4	ENSG00000109911.19	8093
ELP5	ENSG00000170291.16	1491
ELP6	ENSG00000163832.16	1352
ELSPBP1	ENSG00000169393.10	1079
EMB	ENSG00000170571.12	4202
EMC1	ENSG00000127463.16	6640
EMC10	ENSG00000161671.17	9439
EMC2	ENSG00000104412.8	3527
EMC3	ENSG00000125037.13	2353
EMC4	ENSG00000128463.13	1019
EMC6	ENSG00000127774.7	656
EMC7	ENSG00000134153.10	1069
EMC8	ENSG00000131148.9	1966
EMC9	ENSG00000100908.14	838
EMCN	ENSG00000164035.10	3966
EMD	ENSG00000102119.12	1281
EME2	ENSG00000197774.14	7022
EMG1	ENSG00000126749.17	4873
EMID1	ENSG00000186998.16	2128
EMILIN1	ENSG00000138080.14	3890
EMILIN2	ENSG00000132205.11	5944
EMILIN3	ENSG00000183798.5	3791
EML1	ENSG00000066629.19	4460
EML2	ENSG00000125746.18	2234
EML3	ENSG00000149499.12	3266
EML4	ENSG00000143924.19	5546
EMP1	ENSG00000134531.10	5913
EMP2	ENSG00000213853.10	5097
EMP3	ENSG00000142227.11	649
EMX1	ENSG00000135638.14	2144
EMX2	ENSG00000170370.12	2595
EN2	ENSG00000164778.4	3395
ENAH	ENSG00000154380.19	13092
ENAM	ENSG00000132464.13	5679
ENC1	ENSG00000171617.15	4821
ENDOD1	ENSG00000149218.5	4651
ENDOG	ENSG00000167136.7	1145
ENDOU	ENSG00000111405.9	2378
ENG	ENSG00000106991.14	2946
ENGASE	ENSG00000167280.17	4603
ENKD1	ENSG00000124074.12	1565
ENKUR	ENSG00000151023.17	3378
ENO1	ENSG00000074800.16	1781
ENO2	ENSG00000111674.9	2294
ENOPH1	ENSG00000145293.17	2083
ENPEP	ENSG00000138792.10	6861
ENPP2	ENSG00000136960.13	3086
ENPP3	ENSG00000154269.15	3165
ENPP4	ENSG00000001561.7	4644
ENPP5	ENSG00000112796.10	3845
ENPP6	ENSG00000164303.11	3848
ENPP7	ENSG00000182156.10	2016
ENSA	ENSG00000143420.19	1227
ENSG00000183889	ENSG00000183889.12	1552
ENSG00000187186	ENSG00000187186.15	1521
ENSG00000197991	ENSG00000197991.11	6347
ENSG00000255641	ENSG00000255641.1	998
ENSG00000260092	ENSG00000260092.1	2125
ENSG00000260234	ENSG00000260234.5	1189
ENSG00000261341	ENSG00000261341.7	227
ENSG00000264187	ENSG00000264187.1	1693
ENSG00000264668	ENSG00000264668.2	2897
ENSG00000267645	ENSG00000267645.5	1598
ENSG00000269026	ENSG00000269026.2	612
ENSG00000269693	ENSG00000269693.1	5857
ENSG00000284024	ENSG00000284024.4	4660
ENSG00000284554	ENSG00000284554.2	2121
ENSG00000284874	ENSG00000284874.1	4113
ENSG00000285043	ENSG00000285043.3	2323
ENSG00000285976	ENSG00000285976.2	4628
ENSG00000286088	ENSG00000286088.1	2441
ENSG00000286190	ENSG00000286190.2	1500
ENSG00000287725	ENSG00000287725.2	4622
ENSG00000289258	ENSG00000289258.1	3315
ENSG00000289517	ENSG00000289517.1	4525
ENSG00000289791	ENSG00000289791.1	862
ENTHD1	ENSG00000176177.10	2680
ENTPD1	ENSG00000138185.20	12493
ENTPD2	ENSG00000054179.12	2102
ENTPD3	ENSG00000168032.10	2916
ENTPD4	ENSG00000197217.13	5803
ENTPD6	ENSG00000197586.13	4104
ENTPD7	ENSG00000198018.7	8548
ENY2	ENSG00000120533.13	2901
EOGT	ENSG00000163378.14	4443
EOLA1	ENSG00000197620.11	2407
EOLA2	ENSG00000197021.9	1333
EOMES	ENSG00000163508.13	3264
EP300	ENSG00000100393.14	8779
EPAS1	ENSG00000116016.14	5155
EPB41L1	ENSG00000088367.23	6276
EPB41L2	ENSG00000079819.19	4380
EPB41L3	ENSG00000082397.18	4459
EPB41L4A	ENSG00000129595.14	4670
EPB41L4B	ENSG00000095203.15	5896
EPB41L5	ENSG00000115109.14	6556
EPB42	ENSG00000166947.15	2344
EPC1	ENSG00000120616.16	3997
EPC2	ENSG00000135999.12	3883
EPCAM	ENSG00000119888.11	1547
EPDR1	ENSG00000086289.13	2515
EPG5	ENSG00000152223.16	12688
EPGN	ENSG00000182585.10	2681
EPHA1	ENSG00000146904.9	3310
EPHA2	ENSG00000142627.13	3946
EPHA3	ENSG00000044524.11	5712
EPHA4	ENSG00000116106.12	6362
EPHA5	ENSG00000145242.14	8345
EPHA6	ENSG00000080224.18	16254
EPHA7	ENSG00000135333.15	6621
EPHB1	ENSG00000154928.19	4674
EPHB2	ENSG00000133216.17	11035
EPHB3	ENSG00000182580.3	4234
EPHB4	ENSG00000196411.10	4353
EPHX1	ENSG00000143819.13	1635
EPHX2	ENSG00000120915.14	2776
EPHX3	ENSG00000105131.8	1838
EPHX4	ENSG00000172031.7	1436
EPM2A	ENSG00000112425.16	3129
EPN2	ENSG00000072134.16	4846
EPO	ENSG00000130427.3	1662
EPOR	ENSG00000187266.14	2411
EPPIN	ENSG00000101448.14	1964
EPRS1	ENSG00000136628.18	4862
EPS15	ENSG00000085832.17	5163
EPS8	ENSG00000151491.14	3901
EPS8L1	ENSG00000131037.15	2569
EPS8L2	ENSG00000177106.17	3030
EPS8L3	ENSG00000198758.11	2219
EPSTI1	ENSG00000133106.15	3106
EPYC	ENSG00000083782.8	1482
EQTN	ENSG00000120160.11	1049
ERAL1	ENSG00000132591.12	1841
ERAP1	ENSG00000164307.13	4841
ERAP2	ENSG00000164308.17	5131
ERBB2	ENSG00000141736.14	4557
ERBB3	ENSG00000065361.17	5615
ERBB4	ENSG00000178568.15	12097
ERBIN	ENSG00000112851.16	8544
ERC1	ENSG00000082805.21	9308
ERC2	ENSG00000187672.15	6239
ERCC1	ENSG00000012061.16	3379
ERCC2	ENSG00000104884.17	4108
ERCC3	ENSG00000163161.14	2718
ERCC4	ENSG00000175595.16	6764
ERCC6	ENSG00000225830.16	9001
ERCC6L	ENSG00000186871.7	4218
EREG	ENSG00000124882.4	4615
ERF	ENSG00000105722.10	2672
ERFE	ENSG00000178752.16	2939
ERG	ENSG00000157554.20	4904
ERG28	ENSG00000133935.7	2320
ERGIC1	ENSG00000113719.17	2903
ERGIC2	ENSG00000087502.19	5033
ERGIC3	ENSG00000125991.21	1302
ERH	ENSG00000100632.11	791
ERI1	ENSG00000104626.15	4521
ERI3	ENSG00000117419.16	1733
ERICH1	ENSG00000104714.14	1798
ERICH5	ENSG00000177459.11	1503
ERICH6	ENSG00000163645.15	2021
ERLEC1	ENSG00000068912.15	2446
ERLIN1	ENSG00000107566.14	3487
ERMAP	ENSG00000164010.15	3440
ERMN	ENSG00000136541.15	3677
ERMP1	ENSG00000099219.15	5377
ERN1	ENSG00000178607.17	7895
ERN2	ENSG00000134398.15	3337
ERO1A	ENSG00000197930.13	5139
ERO1B	ENSG00000086619.15	4994
ERP27	ENSG00000139055.7	1547
ERP29	ENSG00000089248.7	1623
ERP44	ENSG00000023318.9	4808
ERRFI1	ENSG00000116285.13	3097
ERVFRD-1	ENSG00000244476.3	3191
ERVH48-1	ENSG00000233056.4	2774
ERVW-1	ENSG00000242950.7	2794
ESAM	ENSG00000149564.12	1829
ESCO1	ENSG00000141446.11	4488
ESCO2	ENSG00000171320.15	3754
ESD	ENSG00000139684.15	1121
ESM1	ENSG00000164283.13	2096
ESR1	ENSG00000091831.25	6327
ESR2	ENSG00000140009.19	6842
ESRP1	ENSG00000104413.18	3768
ESRP2	ENSG00000103067.14	3429
ESRRA	ENSG00000173153.17	2274
ESRRG	ENSG00000196482.18	5195
ESS2	ENSG00000100056.12	5359
ESX1	ENSG00000123576.5	1495
ESYT1	ENSG00000139641.13	4180
ESYT3	ENSG00000158220.14	5915
ETAA1	ENSG00000143971.9	4948
ETDA	ENSG00000238210.4	632
ETDB	ENSG00000224107.5	681
ETF1	ENSG00000120705.13	3682
ETFA	ENSG00000140374.17	2289
ETFB	ENSG00000105379.10	872
ETFBKMT	ENSG00000139160.13	6128
ETFDH	ENSG00000171503.13	3111
ETFRF1	ENSG00000205707.11	1242
ETHE1	ENSG00000105755.8	920
ETNK1	ENSG00000139163.16	7063
ETNK2	ENSG00000143845.15	2475
ETNPPL	ENSG00000164089.9	2086
ETS1	ENSG00000134954.14	5139
ETS2	ENSG00000157557.13	3668
ETV1	ENSG00000006468.14	6459
ETV2	ENSG00000105672.15	1487
ETV3	ENSG00000117036.12	5282
ETV4	ENSG00000175832.13	2335
ETV5	ENSG00000244405.8	4082
ETV6	ENSG00000139083.11	6144
ETV7	ENSG00000010030.14	1605
EVA1A	ENSG00000115363.14	1828
EVA1C	ENSG00000166979.13	1671
EVC	ENSG00000072840.13	6427
EVC2	ENSG00000173040.13	4382
EVI2A	ENSG00000126860.12	2742
EVI2B	ENSG00000185862.7	1937
EVI5L	ENSG00000142459.9	3903
EVL	ENSG00000196405.13	1834
EVPL	ENSG00000167880.8	6468
EVPLL	ENSG00000214860.5	1979
EVX1	ENSG00000106038.13	2858
EWSR1	ENSG00000182944.18	2400
EXD3	ENSG00000187609.16	2781
EXO1	ENSG00000174371.17	3449
EXOC1	ENSG00000090989.18	3592
EXOC2	ENSG00000112685.14	4456
EXOC3	ENSG00000180104.16	2801
EXOC4	ENSG00000131558.15	4182
EXOC5	ENSG00000070367.16	10486
EXOC6	ENSG00000138190.17	3564
EXOC6B	ENSG00000144036.16	5910
EXOC7	ENSG00000182473.22	4782
EXOG	ENSG00000157036.13	3076
EXOSC1	ENSG00000171311.13	1145
EXOSC10	ENSG00000171824.14	2796
EXOSC2	ENSG00000130713.17	2012
EXOSC3	ENSG00000107371.14	1813
EXOSC4	ENSG00000178896.9	842
EXOSC5	ENSG00000077348.10	998
EXOSC7	ENSG00000075914.13	1042
EXOSC8	ENSG00000120699.14	1166
EXOSC9	ENSG00000123737.13	1587
EXPH5	ENSG00000110723.12	10304
EXT1	ENSG00000182197.13	8243
EXT2	ENSG00000151348.16	10037
EXTL1	ENSG00000158008.10	4020
EXTL2	ENSG00000162694.14	2825
EXTL3	ENSG00000012232.10	8221
EYA1	ENSG00000104313.20	4163
EYA3	ENSG00000158161.16	5999
EYA4	ENSG00000112319.20	5701
EZH1	ENSG00000108799.13	4633
EZH2	ENSG00000106462.12	2654
EZR	ENSG00000092820.19	3052
F10	ENSG00000126218.12	1536
F11	ENSG00000088926.14	3053
F11R	ENSG00000158769.18	4639
F12	ENSG00000131187.11	2036
F13A1	ENSG00000124491.16	3828
F13B	ENSG00000143278.5	2660
F2	ENSG00000180210.15	1990
F2R	ENSG00000181104.7	3727
F2RL1	ENSG00000164251.5	2861
F2RL2	ENSG00000164220.7	3398
F2RL3	ENSG00000127533.4	3334
F3	ENSG00000117525.14	2298
F5	ENSG00000198734.12	9132
F7	ENSG00000057593.14	3063
F8	ENSG00000185010.15	9032
F9	ENSG00000101981.12	2800
FA2H	ENSG00000103089.9	2405
FAAH	ENSG00000117480.16	2042
FAAH2	ENSG00000165591.7	1980
FAAP100	ENSG00000185504.17	3597
FAAP20	ENSG00000162585.17	727
FAAP24	ENSG00000131944.11	2313
FABP1	ENSG00000163586.10	501
FABP2	ENSG00000145384.4	2226
FABP3	ENSG00000121769.8	1097
FABP4	ENSG00000170323.9	911
FABP5	ENSG00000164687.11	676
FABP6	ENSG00000170231.16	496
FABP7	ENSG00000164434.12	785
FADD	ENSG00000168040.5	1708
FADS1	ENSG00000149485.19	4364
FADS2	ENSG00000134824.14	3091
FADS3	ENSG00000221968.9	1790
FADS6	ENSG00000172782.13	2174
FAF1	ENSG00000185104.21	6821
FAF2	ENSG00000113194.13	4485
FAH	ENSG00000103876.14	1456
FAHD2A	ENSG00000115042.10	4775
FAIM2	ENSG00000135472.9	4667
FAM102B	ENSG00000162636.16	5584
FAM104A	ENSG00000133193.13	2876
FAM107A	ENSG00000168309.18	2994
FAM110A	ENSG00000125898.13	1807
FAM110C	ENSG00000184731.6	3880
FAM110D	ENSG00000197245.6	2799
FAM111B	ENSG00000189057.11	3506
FAM114A1	ENSG00000197712.12	4060
FAM114A2	ENSG00000055147.19	4414
FAM117A	ENSG00000121104.8	2329
FAM117B	ENSG00000138439.12	5982
FAM118A	ENSG00000100376.12	2883
FAM118B	ENSG00000197798.9	2016
FAM120A	ENSG00000048828.18	5160
FAM120AOS	ENSG00000188938.17	5922
FAM120B	ENSG00000112584.14	5155
FAM120C	ENSG00000184083.12	8056
FAM124A	ENSG00000150510.17	4728
FAM126A	ENSG00000122591.13	13178
FAM131B	ENSG00000159784.18	4343
FAM131C	ENSG00000185519.9	1720
FAM133B	ENSG00000234545.8	2367
FAM13C	ENSG00000148541.13	3328
FAM151A	ENSG00000162391.12	1975
FAM151B	ENSG00000152380.10	1586
FAM156A	ENSG00000268350.8	3791
FAM156B	ENSG00000179304.18	3757
FAM161A	ENSG00000170264.13	3777
FAM161B	ENSG00000156050.10	3992
FAM162A	ENSG00000114023.16	3052
FAM162B	ENSG00000183807.8	1032
FAM163A	ENSG00000143340.7	2781
FAM166A	ENSG00000188163.8	1091
FAM166B	ENSG00000215187.13	1054
FAM167A	ENSG00000154319.16	4067
FAM167B	ENSG00000183615.6	947
FAM168A	ENSG00000054965.11	7192
FAM170B	ENSG00000172538.7	1414
FAM171A1	ENSG00000148468.17	4182
FAM171A2	ENSG00000161682.15	3138
FAM171B	ENSG00000144369.14	5731
FAM172A	ENSG00000113391.19	4684
FAM174A	ENSG00000174132.9	1287
FAM174B	ENSG00000185442.13	2604
FAM177A1	ENSG00000151327.14	3053
FAM180A	ENSG00000189320.9	1774
FAM180B	ENSG00000196666.6	1403
FAM181A	ENSG00000140067.7	1521
FAM184A	ENSG00000111879.20	4128
FAM184B	ENSG00000047662.5	6731
FAM186B	ENSG00000135436.8	2944
FAM187A	ENSG00000214447.5	3397
FAM187B	ENSG00000177558.4	1194
FAM189B	ENSG00000160767.22	3190
FAM199X	ENSG00000123575.9	7624
FAM200A	ENSG00000221909.3	2468
FAM200B	ENSG00000237765.8	4287
FAM204A	ENSG00000165669.14	13898
FAM209A	ENSG00000124103.10	663
FAM209B	ENSG00000213714.1	694
FAM20A	ENSG00000108950.12	4688
FAM20B	ENSG00000116199.12	5991
FAM20C	ENSG00000177706.9	3176
FAM210B	ENSG00000124098.10	2987
FAM214A	ENSG00000047346.13	4726
FAM214B	ENSG00000005238.20	2998
FAM216A	ENSG00000204856.12	1101
FAM216B	ENSG00000179813.7	3274
FAM217A	ENSG00000145975.15	2176
FAM217B	ENSG00000196227.11	5086
FAM219B	ENSG00000178761.15	3275
FAM220A	ENSG00000178397.13	NA
FAM221A	ENSG00000188732.11	1403
FAM221B	ENSG00000204930.10	3557
FAM222A	ENSG00000139438.6	3685
FAM222B	ENSG00000173065.14	4128
FAM228A	ENSG00000186453.13	1824
FAM229B	ENSG00000203778.8	2551
FAM234A	ENSG00000167930.17	2909
FAM234B	ENSG00000084444.14	4711
FAM241A	ENSG00000174749.6	8844
FAM241B	ENSG00000171224.9	1073
FAM24B	ENSG00000213185.7	728
FAM25A	ENSG00000188100.9	357
FAM25C	ENSG00000276430.3	NA
FAM25G	ENSG00000189090.8	352
FAM32A	ENSG00000105058.12	1463
FAM3A	ENSG00000071889.17	1793
FAM3B	ENSG00000183844.17	1317
FAM3C	ENSG00000196937.11	2455
FAM3D	ENSG00000198643.7	1245
FAM50A	ENSG00000071859.15	1337
FAM53B	ENSG00000189319.14	5759
FAM53C	ENSG00000120709.11	4143
FAM72A	ENSG00000196550.11	2364
FAM72B	ENSG00000188610.12	2396
FAM72C	ENSG00000263513.6	2395
FAM72D	ENSG00000215784.6	2423
FAM76A	ENSG00000009780.16	3579
FAM76B	ENSG00000077458.13	3932
FAM78A	ENSG00000126882.13	3927
FAM81A	ENSG00000157470.12	3458
FAM81B	ENSG00000153347.10	1542
FAM83B	ENSG00000168143.9	6244
FAM83C	ENSG00000125998.8	3169
FAM83D	ENSG00000101447.15	2370
FAM83E	ENSG00000105523.4	4112
FAM83F	ENSG00000133477.17	15561
FAM89A	ENSG00000182118.8	1503
FAM8A1	ENSG00000137414.7	4726
FAM90A1	ENSG00000171847.11	2516
FAM91A1	ENSG00000176853.16	5529
FAM98A	ENSG00000119812.20	2751
FAM98C	ENSG00000130244.13	1313
FAM9A	ENSG00000183304.10	1519
FAM9B	ENSG00000177138.17	2103
FAM9C	ENSG00000187268.12	1077
FAN1	ENSG00000198690.10	4849
FANCA	ENSG00000187741.16	5452
FANCC	ENSG00000158169.14	4592
FANCD2OS	ENSG00000163705.13	1087
FANCE	ENSG00000112039.6	2576
FANCG	ENSG00000221829.11	2556
FANCI	ENSG00000140525.20	4733
FANCL	ENSG00000115392.13	1658
FANCM	ENSG00000187790.12	7131
FANK1	ENSG00000203780.12	1271
FAP	ENSG00000078098.15	2696
FAR1	ENSG00000197601.14	5266
FAR2	ENSG00000064763.12	3538
FARP1	ENSG00000152767.17	10419
FARP2	ENSG00000006607.14	4009
FARS2	ENSG00000145982.13	1679
FARSA	ENSG00000179115.11	1811
FARSB	ENSG00000116120.11	6761
FASLG	ENSG00000117560.8	1805
FASN	ENSG00000169710.9	8464
FASTK	ENSG00000164896.21	1794
FASTKD1	ENSG00000138399.18	4200
FASTKD2	ENSG00000118246.14	6712
FASTKD5	ENSG00000215251.5	2842
FAT2	ENSG00000086570.13	14710
FATE1	ENSG00000147378.11	1072
FAU	ENSG00000149806.11	506
FAXC	ENSG00000146267.12	11528
FAXDC2	ENSG00000170271.11	2947
FBH1	ENSG00000134452.20	3548
FBL	ENSG00000105202.9	1125
FBLN1	ENSG00000077942.19	2904
FBLN5	ENSG00000140092.15	2625
FBLN7	ENSG00000144152.13	2303
FBN1	ENSG00000166147.15	11609
FBN2	ENSG00000138829.12	10927
FBN3	ENSG00000142449.13	9108
FBP1	ENSG00000165140.12	1473
FBP2	ENSG00000130957.5	1336
FBXL12	ENSG00000127452.9	1873
FBXL14	ENSG00000171823.7	2527
FBXL15	ENSG00000107872.14	1340
FBXL17	ENSG00000145743.18	5198
FBXL2	ENSG00000153558.16	3827
FBXL20	ENSG00000108306.13	10332
FBXL3	ENSG00000005812.11	3506
